#Note: Ir93a has been added manually (via blat) to this annotation (haven't actually checked for frameshifts or ptcs there, just assumed zero)
#gene	isoform	chr	start	end	strand	numCodons	numFrameshifts	numPremStop
FBgn0002775	FBtr0076926	3L	6982277	6984581	-	512	0	0
FBgn0035741	FBtr0076912	3L	6984702	6987105	+	605	0	0
FBgn0035742	FBtr0076925	3L	6987129	6987475	-	84	0	0
FBgn0035743	FBtr0076913	3L	6988150	6988614	+	82	0	0
FBgn0250836	FBtr0076914	3L	6990650	6991278	+	84	0	0
FBgn0010387	FBtr0076915	3L	6991643	6993231	+	86	0	0
FBgn0023001	FBtr0302044	3L	6994278	7002832	+	994	0	0
FBgn0259173	FBtr0299641	3L	7002743	7016707	-	1107	0	0
FBgn0040837	FBtr0273402	3L	7017681	7018524	+	187	0	0
FBgn0035746	FBtr0076922	3L	7020997	7021878	-	152	0	0
FBgn0259141	FBtr0299551	3L	7021991	7049632	-	2074	0	0
FBgn0035750	FBtr0076833	3L	7094533	7095690	+	219	0	0
FBgn0035751	FBtr0273403	3L	7097207	7097926	-	219	1	0
FBgn0261111	FBtr0076834	3L	7098404	7100133	+	460	0	0
FBgn0035753	FBtr0076892	3L	7100069	7101222	-	188	0	0
FBgn0024542	FBtr0076835	3L	7101496	7103005	+	371	0	0
FBgn0028648	FBtr0076891	3L	7102969	7103795	-	189	0	0
FBgn0016036	FBtr0076836	3L	7104211	7105417	+	331	0	0
FBgn0012058	FBtr0076890	3L	7105575	7109143	-	900	0	0
FBgn0035754	FBtr0076889	3L	7109322	7110316	-	258	0	0
FBgn0035756	FBtr0290001	3L	7127727	7144542	-	1371	4	2
FBgn0035760	FBtr0076837	3L	7179906	7180985	+	275	0	0
FBgn0035761	FBtr0076885	3L	7180934	7183230	-	647	0	0
FBgn0035762	FBtr0076838	3L	7183433	7186066	+	724	0	0
FBgn0035763	FBtr0076884	3L	7186081	7188662	-	478	0	0
FBgn0035765	FBtr0300197	3L	7193334	7195065	-	222	0	1
FBgn0035766	FBtr0076882	3L	7195203	7198727	-	1052	0	0
FBgn0011640	FBtr0076845	3L	7199076	7201640	+	352	0	0
FBgn0035767	FBtr0076881	3L	7201626	7204974	-	546	0	0
FBgn0035768	FBtr0076880	3L	7205525	7206950	-	407	0	0
FBgn0015298	FBtr0076879	3L	7207145	7207860	-	160	0	0
FBgn0035769	FBtr0076878	3L	7213445	7216620	-	818	0	0
FBgn0035770	FBtr0273399	3L	7216913	7219860	-	707	0	0
FBgn0035771	FBtr0076847	3L	7220137	7223943	+	753	0	0
FBgn0035772	FBtr0302548	3L	7224271	7228837	-	485	0	0
FBgn0082598	FBtr0302544	3L	7229070	7233095	+	201	0	0
FBgn0052380	FBtr0076870	3L	7233280	7237642	-	600	0	0
FBgn0016983	FBtr0076851	3L	7237971	7241704	+	944	0	0
FBgn0035776	FBtr0076869	3L	7241709	7243458	-	504	0	0
FBgn0052379	FBtr0273419	3L	7252147	7254338	+	344	0	0
FBgn0035779	FBtr0076854	3L	7254416	7256051	+	424	0	0
FBgn0035780	FBtr0076855	3L	7256217	7257881	+	427	0	0
FBgn0035781	FBtr0076868	3L	7260151	7262010	-	418	0	0
FBgn0259935	FBtr0300248	3L	7281822	7313127	+	711	0	0
FBgn0014011	FBtr0076867	3L	7292506	7293765	-	192	0	0
FBgn0035782	FBtr0076866	3L	7295399	7296034	-	152	0	1
FBgn0052383	FBtr0300363	3L	7296989	7297976	-	253	0	0
FBgn0052382	FBtr0300362	3L	7298354	7299364	-	253	0	0
FBgn0053278	FBtr0076857	3L	7309363	7310667	+	398	0	0
FBgn0035785	FBtr0273394	3L	7314556	7316829	+	628	2	0
FBgn0035787	FBtr0076863	3L	7327623	7328314	-	219	0	0
FBgn0035788	FBtr0076862	3L	7329720	7330548	+	275	0	0
FBgn0035789	FBtr0076789	3L	7344250	7345396	+	480	8	0
FBgn0035790	FBtr0076790	3L	7349356	7350975	+	478	0	1
FBgn0015033	FBtr0076832	3L	7351039	7353665	-	463	0	0
FBgn0035791	FBtr0076831	3L	7354688	7356082	-	385	1	1
FBgn0035792	FBtr0076830	3L	7358260	7358992	-	197	0	0
FBgn0035793	FBtr0290026	3L	7363749	7370122	+	1346	0	0
FBgn0052372	FBtr0076793	3L	7372308	7380546	+	817	0	0
FBgn0028582	FBtr0076798	3L	7381331	7390908	+	831	0	0
FBgn0035795	FBtr0076829	3L	7391729	7392448	-	258	1	0
FBgn0052374	FBtr0076828	3L	7392871	7393396	-	299	0	0
FBgn0052376	FBtr0076827	3L	7393817	7394680	-	291	1	0
FBgn0035797	FBtr0290223	3L	7408349	7412249	-	760	0	0
FBgn0035798	FBtr0301222	3L	7415047	7422144	+	1618	0	0
FBgn0035799	FBtr0076801	3L	7436187	7439987	+	1132	0	0
FBgn0035800	FBtr0076824	3L	7441324	7443717	-	728	0	0
FBgn0053276	FBtr0114530	3L	7492397	7493038	-	101	0	0
FBgn0035805	FBtr0076822	3L	7493258	7494112	-	236	0	0
FBgn0035806	FBtr0076807	3L	7503608	7504295	+	186	0	0
FBgn0035807	FBtr0076821	3L	7504260	7507121	-	573	0	0
FBgn0035811	FBtr0076808	3L	7549875	7552036	+	419	0	0
FBgn0035812	FBtr0076814	3L	7552362	7556996	-	1405	0	0
FBgn0035813	FBtr0076813	3L	7559203	7563087	-	972	0	0
FBgn0035815	FBtr0301205	3L	7564357	7573650	-	556	0	0
FBgn0035816	FBtr0076809	3L	7578501	7579251	+	249	0	0
FBgn0035817	FBtr0076810	3L	7585312	7586076	+	154	0	0
FBgn0001208	FBtr0076811	3L	7591794	7594454	+	452	0	0
FBgn0023076	FBtr0100132	3L	7595253	7606895	-	1027	3	1
FBgn0052371	FBtr0076788	3L	7598212	7599596	-	294	0	0
FBgn0052369	FBtr0304992	3L	7609160	7634015	-	1066	0	0
FBgn0052365	FBtr0076746	3L	7692322	7714914	+	628	0	0
FBgn0035823	FBtr0076747	3L	7714979	7716111	+	232	0	0
FBgn0003041	FBtr0076772	3L	7716210	7731855	-	1311	0	0
FBgn0035824	FBtr0076748	3L	7732379	7733679	+	348	0	0
FBgn0035825	FBtr0076770	3L	7733580	7735032	-	376	0	0
FBgn0052368	FBtr0076749	3L	7735280	7735682	+	88	0	0
FBgn0024187	FBtr0076768	3L	7736649	7746610	-	1227	0	0
FBgn0035827	FBtr0076750	3L	7747026	7747909	+	77	0	0
FBgn0041156	FBtr0076751	3L	7758657	7762029	+	525	0	0
FBgn0010406	FBtr0076752	3L	7780849	7782732	+	325	0	0
FBgn0027554	FBtr0076766	3L	7782731	7785289	-	656	0	0
FBgn0035829	FBtr0076764	3L	7785730	7786456	-	106	0	0
FBgn0035830	FBtr0076753	3L	7786589	7788108	+	331	0	0
FBgn0035831	FBtr0076763	3L	7788068	7788905	-	206	0	0
FBgn0026263	FBtr0076745	3L	7857565	7861867	-	419	0	0
FBgn0262579	FBtr0304998	3L	7866898	7911730	+	1730	0	0
FBgn0260967	FBtr0301744	3L	7871368	7872199	-	280	0	0
FBgn0035833	FBtr0076738	3L	7890708	7894882	-	1069	0	0
FBgn0028379	FBtr0076683	3L	7912031	7912956	+	218	0	0
FBgn0027549	FBtr0076684	3L	7913214	7916258	+	702	0	0
FBgn0262716	FBtr0076737	3L	7916424	7918804	-	418	0	0
FBgn0026252	FBtr0076685	3L	7919080	7924429	+	1049	0	0
FBgn0035838	FBtr0076686	3L	7924346	7926449	+	534	0	0
FBgn0035839	FBtr0076736	3L	7926437	7927358	-	240	0	0
FBgn0042112	FBtr0076735	3L	7927412	7927941	-	128	0	0
FBgn0029113	FBtr0076734	3L	7928149	7930649	-	700	0	0
FBgn0010350	FBtr0076688	3L	7930909	7934543	+	447	0	0
FBgn0035842	FBtr0273367	3L	7934309	7940070	-	1676	0	0
FBgn0002899	FBtr0076689	3L	7940663	7944909	+	1051	0	0
FBgn0035844	FBtr0076732	3L	7944760	7954665	-	883	0	0
FBgn0259916	FBtr0300199	3L	7957649	7961719	-	87	0	0
FBgn0035845	FBtr0300119	3L	7963133	7967208	-	151	0	0
FBgn0040290	FBtr0076729	3L	7973600	7978680	-	1579	0	0
FBgn0020392	FBtr0076728	3L	7978936	7981210	-	472	0	0
FBgn0035847	FBtr0076726	3L	7981587	7983329	-	491	0	0
FBgn0035848	FBtr0076690	3L	7983744	7986157	+	441	0	0
FBgn0035849	FBtr0076725	3L	7986148	7989430	-	496	0	0
FBgn0035850	FBtr0076693	3L	7989779	7993497	+	377	0	0
FBgn0035851	FBtr0076694	3L	7994069	7999363	+	993	0	0
FBgn0035852	FBtr0076723	3L	7994305	7995897	-	449	0	0
FBgn0035853	FBtr0076722	3L	7999322	8000679	-	181	0	0
FBgn0035854	FBtr0076695	3L	8001061	8002347	+	368	0	0
FBgn0035855	FBtr0076721	3L	8003870	8005187	-	389	0	0
FBgn0035856	FBtr0076696	3L	8005487	8006218	+	145	5	0
FBgn0052364	FBtr0076720	3L	8012353	8013448	-	230	0	0
FBgn0035857	FBtr0076698	3L	8014648	8016391	+	503	0	0
FBgn0040832	FBtr0076699	3L	8018362	8019014	+	82	0	0
FBgn0035858	FBtr0076719	3L	8021313	8021912	-	137	1	0
FBgn0035859	FBtr0076700	3L	8025036	8025906	+	128	0	0
FBgn0035860	FBtr0076701	3L	8032070	8033432	+	244	0	0
FBgn0027569	FBtr0076717	3L	8080087	8087443	-	601	0	0
FBgn0035865	FBtr0076716	3L	8087894	8092813	-	345	0	0
FBgn0015793	FBtr0076705	3L	8094626	8095974	+	219	0	0
FBgn0035866	FBtr0076715	3L	8095963	8097257	-	179	0	0
FBgn0035867	FBtr0076706	3L	8097153	8099825	+	698	0	0
FBgn0087039	FBtr0076707	3L	8102029	8103227	+	313	0	0
FBgn0035870	FBtr0300280	3L	8103230	8104875	-	527	0	0
FBgn0035871	FBtr0076711	3L	8105042	8106918	-	245	0	0
FBgn0035872	FBtr0076710	3L	8108414	8113485	-	652	0	0
FBgn0262361	FBtr0304642	3L	8116572	8117000	-	77	0	0
FBgn0035873	FBtr0076708	3L	8118811	8120332	+	266	0	0
FBgn0250833	FBtr0112767	3L	8123870	8125056	+	138	0	0
FBgn0085491	FBtr0112768	3L	8126610	8128003	+	312	0	0
FBgn0035875	FBtr0076601	3L	8134423	8136384	+	162	0	0
FBgn0035876	FBtr0076602	3L	8136812	8138051	+	281	0	0
FBgn0011762	FBtr0076603	3L	8138094	8142192	+	438	0	0
FBgn0035877	FBtr0076604	3L	8138560	8140664	+	438	0	0
FBgn0035878	FBtr0076677	3L	8142208	8144105	-	513	0	0
FBgn0035879	FBtr0113153	3L	8144906	8149973	+	1194	0	0
FBgn0035880	FBtr0076674	3L	8149984	8153976	-	965	0	0
FBgn0001248	FBtr0076670	3L	8154082	8159215	-	469	0	0
FBgn0001253	FBtr0076606	3L	8169826	8188568	+	1616	0	0
FBgn0035886	FBtr0076608	3L	8188947	8189785	+	260	0	0
FBgn0035887	FBtr0076666	3L	8190273	8191148	-	262	0	0
FBgn0035888	FBtr0300279	3L	8196787	8199897	+	686	0	0
FBgn0053057	FBtr0076678	3L	8199769	8204339	-	212	0	0
FBgn0035889	FBtr0076664	3L	8199908	8204339	-	659	0	0
FBgn0035890	FBtr0076610	3L	8204515	8206445	+	582	0	0
FBgn0035891	FBtr0076663	3L	8206358	8210661	-	1169	0	0
FBgn0035892	FBtr0076612	3L	8210928	8214936	+	693	0	0
FBgn0010431	FBtr0076613	3L	8212077	8213140	+	217	0	0
FBgn0052354	FBtr0076662	3L	8214882	8220271	-	662	0	0
FBgn0020224	FBtr0076615	3L	8224060	8230478	+	878	1	0
FBgn0035895	FBtr0114592	3L	8233307	8237989	-	1057	0	0
FBgn0035896	FBtr0076659	3L	8242805	8248616	-	180	0	0
FBgn0010825	FBtr0305698	3L	8249164	8271943	+	2006	6	6
FBgn0035900	FBtr0076656	3L	8290048	8292317	-	597	0	0
FBgn0035901	FBtr0076620	3L	8292598	8295535	+	734	0	0
FBgn0035903	FBtr0076621	3L	8295298	8301077	+	681	0	0
FBgn0035902	FBtr0076655	3L	8296433	8297408	-	197	0	0
FBgn0035904	FBtr0076622	3L	8301362	8302796	+	241	0	0
FBgn0086348	FBtr0076623	3L	8303005	8303951	+	243	0	0
FBgn0035906	FBtr0076654	3L	8303892	8305951	-	251	0	0
FBgn0035907	FBtr0076652	3L	8306181	8307297	-	254	0	0
FBgn0024236	FBtr0076624	3L	8307757	8316419	+	706	0	0
FBgn0035909	FBtr0076626	3L	8317344	8320451	+	512	0	0
FBgn0260442	FBtr0305210	3L	8327741	8357309	+	2836	0	0
FBgn0035911	FBtr0076651	3L	8357306	8358958	-	420	0	0
FBgn0262508	FBtr0304813	3L	8361573	8382246	+	2540	0	0
FBgn0017430	FBtr0076650	3L	8382060	8383498	-	280	0	0
FBgn0017579	FBtr0076633	3L	8383601	8385004	+	166	0	0
FBgn0017429	FBtr0076649	3L	8385022	8386754	-	436	0	0
FBgn0035915	FBtr0076638	3L	8399776	8402063	+	555	0	0
FBgn0052351	FBtr0076639	3L	8402420	8404621	+	552	0	0
FBgn0035916	FBtr0076648	3L	8404568	8406412	-	403	0	0
FBgn0035917	FBtr0089561	3L	8406928	8421135	+	430	0	0
FBgn0035918	FBtr0076647	3L	8414042	8416608	-	662	0	0
FBgn0052029	FBtr0076567	3L	8422936	8426047	+	270	0	0
FBgn0035921	FBtr0273348	3L	8427381	8429259	-	323	0	0
FBgn0035922	FBtr0076568	3L	8429581	8433409	+	339	0	0
FBgn0000121	FBtr0076599	3L	8429704	8431369	-	401	0	0
FBgn0011509	FBtr0076598	3L	8501596	8502718	-	244	0	0
FBgn0052022	FBtr0076597	3L	8502780	8503760	-	178	0	0
FBgn0035923	FBtr0076570	3L	8504095	8508708	+	1211	0	0
FBgn0000357	FBtr0076571	3L	8509389	8510221	+	172	0	0
FBgn0000355	FBtr0076572	3L	8511095	8511681	+	115	0	0
FBgn0000358	FBtr0076573	3L	8512402	8513142	+	173	0	0
FBgn0000356	FBtr0076574	3L	8514311	8515242	+	138	0	0
FBgn0003149	FBtr0076593	3L	8515487	8527975	-	879	0	0
FBgn0040828	FBtr0076592	3L	8531792	8532393	-	94	0	0
FBgn0261259	FBtr0302087	3L	8536744	8575761	+	2511	0	0
FBgn0035924	FBtr0076576	3L	8538548	8539701	+	267	0	0
FBgn0035926	FBtr0076591	3L	8570541	8570934	-	82	0	0
FBgn0035928	FBtr0076590	3L	8575888	8577498	-	401	1	0
FBgn0035929	FBtr0076589	3L	8578615	8579238	-	153	0	0
FBgn0085455	FBtr0112727	3L	8579537	8580643	+	296	0	0
FBgn0052023	FBtr0076588	3L	8580680	8581241	-	160	0	0
FBgn0085456	FBtr0303231	3L	8581806	8582812	+	269	0	0
FBgn0035931	FBtr0076587	3L	8582851	8584315	-	342	0	0
FBgn0052024	FBtr0076580	3L	8584722	8585452	+	209	0	0
FBgn0035932	FBtr0303232	3L	8585617	8586373	+	233	1	0
FBgn0035933	FBtr0076582	3L	8587475	8588330	+	229	0	0
FBgn0052026	FBtr0076584	3L	8613498	8615827	+	719	0	0
FBgn0020633	FBtr0076585	3L	8668816	8671533	+	720	0	0
FBgn0035934	FBtr0300208	3L	8671885	8680777	-	1296	0	0
FBgn0035935	FBtr0273289	3L	8683042	8689800	-	1647	0	0
FBgn0035936	FBtr0076508	3L	8689627	8708963	+	267	0	0
FBgn0262573	FBtr0304941	3L	8709128	8731390	-	1248	0	0
FBgn0040321	FBtr0076510	3L	8731910	8733441	+	490	0	0
FBgn0011787	FBtr0076511	3L	8733709	8734498	+	182	0	0
FBgn0035941	FBtr0076512	3L	8735383	8738220	+	415	0	0
FBgn0035942	FBtr0076560	3L	8738598	8741979	-	994	0	0
FBgn0035943	FBtr0076559	3L	8742280	8743737	-	476	0	0
FBgn0035944	FBtr0301139	3L	8744208	8745730	+	223	0	0
FBgn0035945	FBtr0076516	3L	8745857	8749129	+	620	0	0
FBgn0086706	FBtr0076557	3L	8749448	8752142	-	611	0	0
FBgn0035947	FBtr0076517	3L	8752600	8754956	+	604	0	0
FBgn0035948	FBtr0076556	3L	8754940	8757421	-	459	0	0
FBgn0035949	FBtr0076518	3L	8759291	8760663	+	126	0	0
FBgn0035950	FBtr0076554	3L	8760604	8763556	-	490	0	0
FBgn0035951	FBtr0076519	3L	8764177	8766331	+	409	0	0
FBgn0035952	FBtr0076552	3L	8766517	8767668	-	250	0	0
FBgn0016070	FBtr0290103	3L	8767980	8775416	-	1109	0	0
FBgn0035953	FBtr0076520	3L	8775612	8779989	+	1078	0	0
FBgn0035954	FBtr0076521	3L	8782586	8784637	+	424	0	0
FBgn0035955	FBtr0076548	3L	8786011	8787242	-	302	0	0
FBgn0035956	FBtr0076547	3L	8790144	8796710	-	469	0	0
FBgn0028789	FBtr0076522	3L	8818588	8822274	+	391	0	0
FBgn0035957	FBtr0076523	3L	8824694	8825982	+	388	0	0
FBgn0000116	FBtr0076543	3L	8826119	8843442	-	562	0	0
FBgn0035959	FBtr0076542	3L	8847034	8850122	-	450	0	0
FBgn0035960	FBtr0076524	3L	8850564	8851940	+	351	0	0
FBgn0023479	FBtr0076526	3L	8852117	8861930	+	2786	0	0
FBgn0043806	FBtr0076529	3L	8862817	8864622	+	286	0	0
FBgn0040827	FBtr0076530	3L	8866621	8867236	+	69	0	0
FBgn0011206	FBtr0076538	3L	8871439	8900099	-	228	0	1
FBgn0035964	FBtr0076531	3L	8900601	8901973	+	235	0	0
FBgn0035966	FBtr0076532	3L	8904774	8907635	+	795	0	0
FBgn0035967	FBtr0076533	3L	8908859	8911816	+	294	0	0
FBgn0004244	FBtr0076534	3L	8916584	8942226	-	606	0	0
FBgn0035968	FBtr0076503	3L	8967615	8973574	-	599	0	0
FBgn0035969	FBtr0076429	3L	8976636	8979944	+	629	0	0
FBgn0035970	FBtr0076502	3L	8999118	9000570	-	435	1	0
FBgn0035971	FBtr0076430	3L	9014242	9015347	+	315	0	0
FBgn0035977	FBtr0076439	3L	9117476	9119358	+	369	0	0
FBgn0035978	FBtr0076501	3L	9118741	9126862	-	520	0	0
FBgn0052040	FBtr0076440	3L	9121905	9123325	+	313	0	0
FBgn0052039	FBtr0076441	3L	9126912	9127939	+	82	0	0
FBgn0085484	FBtr0112761	3L	9128250	9130024	+	304	0	2
FBgn0085485	FBtr0112762	3L	9130087	9130791	+	167	0	1
FBgn0004379	FBtr0076499	3L	9130688	9135046	-	814	0	0
FBgn0035980	FBtr0076444	3L	9132471	9133353	+	254	0	0
FBgn0035981	FBtr0089493	3L	9135489	9138417	+	390	0	0
FBgn0011769	FBtr0303475	3L	9138311	9139351	-	172	0	0
FBgn0001229	FBtr0076497	3L	9139614	9140584	-	199	0	0
FBgn0001228	FBtr0100655	3L	9140825	9142968	+	111	0	0
FBgn0001223	FBtr0100558	3L	9141030	9142968	+	174	0	0
FBgn0035982	FBtr0076452	3L	9143432	9144296	+	200	0	0
FBgn0001225	FBtr0076496	3L	9144395	9145420	-	208	0	0
FBgn0001227	FBtr0076495	3L	9145793	9147525	-	445	0	0
FBgn0001224	FBtr0076453	3L	9149866	9150738	+	186	0	0
FBgn0001226	FBtr0076454	3L	9152023	9153254	+	213	0	0
FBgn0035983	FBtr0076494	3L	9154323	9163415	-	617	0	0
FBgn0015218	FBtr0076489	3L	9163791	9166630	-	259	0	0
FBgn0035985	FBtr0076455	3L	9168918	9170293	+	260	0	0
FBgn0035986	FBtr0076486	3L	9172283	9174914	-	531	0	0
FBgn0035987	FBtr0110863	3L	9175142	9177697	+	237	0	0
FBgn0035989	FBtr0076481	3L	9177659	9190638	-	461	0	0
FBgn0035988	FBtr0076485	3L	9179801	9181407	-	349	0	0
FBgn0023129	FBtr0076457	3L	9187170	9188697	+	270	0	0
FBgn0015296	FBtr0076458	3L	9190962	9192642	+	409	0	0
FBgn0005533	FBtr0076479	3L	9192651	9193741	-	131	0	0
FBgn0040305	FBtr0113322	3L	9194302	9202589	+	1006	0	0
FBgn0260431	FBtr0300855	3L	9197602	9199298	-	245	1	0
FBgn0260859	FBtr0089879	3L	9202798	9206147	-	178	0	0
FBgn0035993	FBtr0076504	3L	9203986	9206147	-	399	0	0
FBgn0035995	FBtr0076461	3L	9209174	9213108	+	543	0	0
FBgn0035996	FBtr0076476	3L	9212846	9213879	-	235	0	0
FBgn0052038	FBtr0076462	3L	9214143	9215083	+	81	0	0
FBgn0035997	FBtr0076475	3L	9215337	9218545	-	669	0	0
FBgn0035998	FBtr0301032	3L	9218632	9219948	-	349	0	0
FBgn0035999	FBtr0114371	3L	9218644	9221652	+	408	0	0
FBgn0036000	FBtr0076473	3L	9221650	9223056	-	418	0	0
FBgn0052043	FBtr0076466	3L	9223475	9234965	+	783	0	0
FBgn0036003	FBtr0076467	3L	9235241	9236817	+	318	0	0
FBgn0011327	FBtr0076472	3L	9238017	9239279	-	324	0	0
FBgn0036004	FBtr0076468	3L	9239355	9248826	+	2351	0	0
FBgn0036005	FBtr0076471	3L	9248741	9250058	-	314	0	0
FBgn0052036	FBtr0114525	3L	9250612	9251614	-	173	0	0
FBgn0052037	FBtr0076469	3L	9252307	9254640	-	252	0	0
FBgn0036008	FBtr0076426	3L	9268667	9271483	-	331	0	0
FBgn0010408	FBtr0076423	3L	9272314	9273889	-	195	0	0
FBgn0053703	FBtr0091691	3L	9274324	9274976	-	181	0	0
FBgn0053702	FBtr0091690	3L	9275124	9275729	-	179	0	0
FBgn0036009	FBtr0076375	3L	9293552	9294956	+	407	0	0
FBgn0036010	FBtr0076422	3L	9298410	9300148	-	516	0	0
FBgn0036013	FBtr0076378	3L	9348775	9349110	+	113	1	0
FBgn0036014	FBtr0076379	3L	9349904	9351254	+	379	0	0
FBgn0036015	FBtr0076421	3L	9351400	9352216	-	252	0	0
FBgn0036016	FBtr0076380	3L	9352436	9353462	+	288	0	0
FBgn0036017	FBtr0304602	3L	9353502	9364719	+	1977	0	0
FBgn0002528	FBtr0076382	3L	9365850	9374833	+	1639	0	0
FBgn0036018	FBtr0076383	3L	9375160	9378212	+	918	0	0
FBgn0036019	FBtr0076420	3L	9378202	9380048	-	421	0	0
FBgn0036020	FBtr0076384	3L	9379534	9382530	+	383	0	0
FBgn0036022	FBtr0076387	3L	9388892	9389798	+	259	0	0
FBgn0036023	FBtr0076388	3L	9390041	9390908	+	268	0	0
FBgn0036024	FBtr0076389	3L	9391796	9392694	+	264	0	0
FBgn0036028	FBtr0076392	3L	9430317	9432107	+	300	0	0
FBgn0087040	FBtr0076393	3L	9432315	9434430	+	462	0	0
FBgn0036030	FBtr0076416	3L	9434646	9447740	-	388	0	0
FBgn0015321	FBtr0076395	3L	9449592	9451771	+	199	0	0
FBgn0036031	FBtr0076414	3L	9451811	9454876	-	889	0	0
FBgn0036032	FBtr0076397	3L	9455672	9460721	+	1473	0	0
FBgn0040475	FBtr0076413	3L	9461415	9464798	-	565	0	0
FBgn0045823	FBtr0076400	3L	9465301	9470474	+	183	0	0
FBgn0036035	FBtr0076412	3L	9470543	9471894	-	374	0	0
FBgn0036036	FBtr0076402	3L	9472092	9473229	+	347	0	0
FBgn0261530	FBtr0300189	3L	9473178	9475962	-	813	0	0
FBgn0036038	FBtr0076403	3L	9476151	9479437	+	1001	0	0
FBgn0036039	FBtr0089411	3L	9479634	9482369	+	276	0	0
FBgn0019644	FBtr0076405	3L	9482697	9483933	+	243	0	0
FBgn0036040	FBtr0076410	3L	9483946	9486476	-	552	0	0
FBgn0259163	FBtr0299606	3L	9486670	9513273	-	1477	2	0
FBgn0036043	FBtr0076319	3L	9516422	9538926	+	1268	0	0
FBgn0036044	FBtr0076374	3L	9541198	9550159	-	734	0	0
FBgn0044051	FBtr0076328	3L	9551067	9551538	+	154	0	0
FBgn0036046	FBtr0076329	3L	9552313	9553061	+	137	0	0
FBgn0044050	FBtr0076373	3L	9554006	9554854	-	120	0	0
FBgn0044049	FBtr0076372	3L	9556152	9557037	-	134	0	0
FBgn0044328	FBtr0273387	3L	9557214	9561501	+	488	0	0
FBgn0053205	FBtr0076331	3L	9568926	9587203	+	501	2	3
FBgn0044048	FBtr0076371	3L	9576263	9576809	-	107	0	0
FBgn0052050	FBtr0076338	3L	9578614	9580810	+	734	0	0
FBgn0028429	FBtr0112935	3L	9587215	9589617	-	310	0	0
FBgn0015618	FBtr0076369	3L	9589921	9591491	-	454	0	0
FBgn0004390	FBtr0076368	3L	9591829	9607820	-	1163	0	0
FBgn0036052	FBtr0300688	3L	9610147	9612441	-	358	0	0
FBgn0036053	FBtr0076364	3L	9612799	9617009	-	887	0	0
FBgn0027567	FBtr0076339	3L	9617284	9623418	+	919	3	1
FBgn0085411	FBtr0112620	3L	9631585	9637139	+	805	0	0
FBgn0011836	FBtr0076361	3L	9637056	9641318	-	1221	0	0
FBgn0025866	FBtr0076343	3L	9641402	9645938	+	925	0	0
FBgn0036058	FBtr0076357	3L	9647410	9651332	-	266	0	0
FBgn0036059	FBtr0113159	3L	9651963	9655703	+	377	0	0
FBgn0085385	FBtr0112566	3L	9687161	9709578	+	1099	0	0
FBgn0036062	FBtr0076355	3L	9711181	9712246	-	213	0	0
FBgn0026404	FBtr0076347	3L	9712568	9715054	+	450	0	0
FBgn0036063	FBtr0076354	3L	9715213	9716105	-	233	0	0
FBgn0036066	FBtr0076316	3L	9823337	9825964	-	483	0	0
FBgn0052053	FBtr0076315	3L	9826763	9829581	-	496	0	0
FBgn0052054	FBtr0076314	3L	9829553	9831483	-	563	0	0
FBgn0262007	FBtr0303833	3L	9832969	9835213	-	518	0	0
FBgn0262008	FBtr0303832	3L	9836641	9838206	-	473	0	0
FBgn0052057	FBtr0076310	3L	9884998	9923920	-	408	0	0
FBgn0036070	FBtr0076295	3L	9889538	9890331	+	247	0	0
FBgn0036072	FBtr0076311	3L	9903663	9904793	-	277	0	0
FBgn0000451	FBtr0076305	3L	9928064	9939632	-	581	0	0
FBgn0036075	FBtr0301227	3L	9953530	9954568	+	300	0	0
FBgn0052055	FBtr0076304	3L	9956366	9958028	-	534	0	0
FBgn0052056	FBtr0076301	3L	9958460	9963272	-	416	0	0
FBgn0036078	FBtr0076300	3L	9981036	9982423	-	404	0	0
FBgn0011569	FBtr0076299	3L	10001765	10004926	-	942	0	0
FBgn0036080	FBtr0076297	3L	10011102	10012493	+	391	0	0
FBgn0036082	FBtr0076281	3L	10149571	10151534	+	511	0	0
FBgn0036083	FBtr0076294	3L	10163977	10167279	-	574	0	0
FBgn0052058	FBtr0076293	3L	10167666	10169352	-	573	0	0
FBgn0011802	FBtr0076292	3L	10194612	10198120	-	1028	0	0
FBgn0052061	FBtr0076285	3L	10198933	10199749	+	214	0	0
FBgn0045770	FBtr0076286	3L	10200321	10203892	+	535	0	0
FBgn0052064	FBtr0076288	3L	10230114	10232165	+	524	0	0
FBgn0036085	FBtr0076291	3L	10298068	10298964	-	166	0	0
FBgn0262592	FBtr0305200	3L	10364906	10365755	-	190	0	0
FBgn0085267	FBtr0112432	3L	10366195	10367554	+	206	0	0
FBgn0036089	FBtr0076280	3L	10367790	10368589	-	196	0	0
FBgn0260644	FBtr0300949	3L	10369358	10370196	-	184	0	0
FBgn0054001	FBtr0300947	3L	10371266	10374777	+	149	0	0
FBgn0001179	FBtr0076253	3L	10371294	10374148	+	798	0	0
FBgn0000629	FBtr0076279	3L	10374739	10378278	-	760	0	0
FBgn0036091	FBtr0076256	3L	10379898	10380264	+	63	0	0
FBgn0036093	FBtr0076257	3L	10381978	10383016	+	249	0	0
FBgn0036094	FBtr0076259	3L	10383641	10384676	+	237	0	0
FBgn0036096	FBtr0076260	3L	10401597	10403103	+	407	0	0
FBgn0052068	FBtr0113421	3L	10403504	10404536	+	186	0	0
FBgn0036099	FBtr0076265	3L	10430848	10432437	+	233	0	0
